,ID,Name,City,Neighborhood,Address,Stars,Price_Per_Night,Amenities,Rating,all_hotel_details
40,41,Royal Jaipur Plaza,Jaipur,C Scheme,"12, Avenue, C Scheme, Jaipur",3.3,7652.47,"Laundry Service, Swimming Pool, Parking, Concierge",4.7,"41, Royal Jaipur Plaza, Jaipur, C Scheme, 12, Avenue, C Scheme, Jaipur, 3.3, 7652.47, Laundry Service, Swimming Pool, Parking, Concierge, 4.7, Royal Jaipur Plaza is a 3.3-star hotel located in C Scheme, Jaipur. The hotel offers Laundry Service, Swimming Pool, Parking, Concierge. It's priced at ₹7652.47 per night and has a guest rating of 4.7/5., 41, Royal Jaipur Plaza, Jaipur, C Scheme, 12, Avenue, C Scheme, Jaipur, 3.3, 7652.47, Laundry Service, Swimming Pool, Parking, Concierge, 4.7, Royal Jaipur Plaza is a 3.3-star hotel located in C Scheme, Jaipur. The hotel offers Laundry Service, Swimming Pool, Parking, Concierge. It's priced at ₹7652.47 per night and has a guest rating of 4.7/5., 41, Royal Jaipur Plaza, Jaipur, C Scheme, 12, Avenue, C Scheme, Jaipur, 3.3, 7652.47, Laundry Service, Swimming Pool, Parking, Concierge, 4.7, Royal Jaipur Plaza is a 3.3-star hotel located in C Scheme, Jaipur. The hotel offers Laundry Service, Swimming Pool, Parking, Concierge. It's priced at ₹7652.47 per night and has a guest rating of 4.7/5., 41, Royal Jaipur Plaza, Jaipur, C Scheme, 12, Avenue, C Scheme, Jaipur, 3.3, 7652.47, Laundry Service, Swimming Pool, Parking, Concierge, 4.7, Royal Jaipur Plaza is a 3.3-star hotel located in C Scheme, Jaipur. The hotel offers Laundry Service, Swimming Pool, Parking, Concierge. It's priced at ₹7652.47 per night and has a guest rating of 4.7/5."
41,42,Luxury Pune Resort,Pune,Viman Nagar,"29, Avenue, Viman Nagar, Pune",4.4,6429.43,"Conference Room, Laundry Service, Concierge",3.8,"42, Luxury Pune Resort, Pune, Viman Nagar, 29, Avenue, Viman Nagar, Pune, 4.4, 6429.43, Conference Room, Laundry Service, Concierge, 3.8, Luxury Pune Resort is a 4.4-star hotel located in Viman Nagar, Pune. The hotel offers Conference Room, Laundry Service, Concierge. It's priced at ₹6429.43 per night and has a guest rating of 3.8/5., 42, Luxury Pune Resort, Pune, Viman Nagar, 29, Avenue, Viman Nagar, Pune, 4.4, 6429.43, Conference Room, Laundry Service, Concierge, 3.8, Luxury Pune Resort is a 4.4-star hotel located in Viman Nagar, Pune. The hotel offers Conference Room, Laundry Service, Concierge. It's priced at ₹6429.43 per night and has a guest rating of 3.8/5., 42, Luxury Pune Resort, Pune, Viman Nagar, 29, Avenue, Viman Nagar, Pune, 4.4, 6429.43, Conference Room, Laundry Service, Concierge, 3.8, Luxury Pune Resort is a 4.4-star hotel located in Viman Nagar, Pune. The hotel offers Conference Room, Laundry Service, Concierge. It's priced at ₹6429.43 per night and has a guest rating of 3.8/5., 42, Luxury Pune Resort, Pune, Viman Nagar, 29, Avenue, Viman Nagar, Pune, 4.4, 6429.43, Conference Room, Laundry Service, Concierge, 3.8, Luxury Pune Resort is a 4.4-star hotel located in Viman Nagar, Pune. The hotel offers Conference Room, Laundry Service, Concierge. It's priced at ₹6429.43 per night and has a guest rating of 3.8/5."
42,43,Elite Hyderabad Hotel,Hyderabad,Gachibowli,"70, Avenue, Gachibowli, Hyderabad",3.5,12776.87,"Concierge, Spa, Airport Shuttle, Breakfast Included, Parking",4.1,"43, Elite Hyderabad Hotel, Hyderabad, Gachibowli, 70, Avenue, Gachibowli, Hyderabad, 3.5, 12776.87, Concierge, Spa, Airport Shuttle, Breakfast Included, Parking, 4.1, Elite Hyderabad Hotel is a 3.5-star hotel located in Gachibowli, Hyderabad. The hotel offers Concierge, Spa, Airport Shuttle, Breakfast Included, Parking. It's priced at ₹12776.87 per night and has a guest rating of 4.1/5., 43, Elite Hyderabad Hotel, Hyderabad, Gachibowli, 70, Avenue, Gachibowli, Hyderabad, 3.5, 12776.87, Concierge, Spa, Airport Shuttle, Breakfast Included, Parking, 4.1, Elite Hyderabad Hotel is a 3.5-star hotel located in Gachibowli, Hyderabad. The hotel offers Concierge, Spa, Airport Shuttle, Breakfast Included, Parking. It's priced at ₹12776.87 per night and has a guest rating of 4.1/5., 43, Elite Hyderabad Hotel, Hyderabad, Gachibowli, 70, Avenue, Gachibowli, Hyderabad, 3.5, 12776.87, Concierge, Spa, Airport Shuttle, Breakfast Included, Parking, 4.1, Elite Hyderabad Hotel is a 3.5-star hotel located in Gachibowli, Hyderabad. The hotel offers Concierge, Spa, Airport Shuttle, Breakfast Included, Parking. It's priced at ₹12776.87 per night and has a guest rating of 4.1/5., 43, Elite Hyderabad Hotel, Hyderabad, Gachibowli, 70, Avenue, Gachibowli, Hyderabad, 3.5, 12776.87, Concierge, Spa, Airport Shuttle, Breakfast Included, Parking, 4.1, Elite Hyderabad Hotel is a 3.5-star hotel located in Gachibowli, Hyderabad. The hotel offers Concierge, Spa, Airport Shuttle, Breakfast Included, Parking. It's priced at ₹12776.87 per night and has a guest rating of 4.1/5."
43,44,Elite Mumbai Residency,Mumbai,Worli,"76, Main Road, Worli, Mumbai",4.2,8666.56,"Parking, Free Wi-Fi, Breakfast Included",3.6,"44, Elite Mumbai Residency, Mumbai, Worli, 76, Main Road, Worli, Mumbai, 4.2, 8666.56, Parking, Free Wi-Fi, Breakfast Included, 3.6, Elite Mumbai Residency is a 4.2-star hotel located in Worli, Mumbai. The hotel offers Parking, Free Wi-Fi, Breakfast Included. It's priced at ₹8666.56 per night and has a guest rating of 3.6/5., 44, Elite Mumbai Residency, Mumbai, Worli, 76, Main Road, Worli, Mumbai, 4.2, 8666.56, Parking, Free Wi-Fi, Breakfast Included, 3.6, Elite Mumbai Residency is a 4.2-star hotel located in Worli, Mumbai. The hotel offers Parking, Free Wi-Fi, Breakfast Included. It's priced at ₹8666.56 per night and has a guest rating of 3.6/5., 44, Elite Mumbai Residency, Mumbai, Worli, 76, Main Road, Worli, Mumbai, 4.2, 8666.56, Parking, Free Wi-Fi, Breakfast Included, 3.6, Elite Mumbai Residency is a 4.2-star hotel located in Worli, Mumbai. The hotel offers Parking, Free Wi-Fi, Breakfast Included. It's priced at ₹8666.56 per night and has a guest rating of 3.6/5., 44, Elite Mumbai Residency, Mumbai, Worli, 76, Main Road, Worli, Mumbai, 4.2, 8666.56, Parking, Free Wi-Fi, Breakfast Included, 3.6, Elite Mumbai Residency is a 4.2-star hotel located in Worli, Mumbai. The hotel offers Parking, Free Wi-Fi, Breakfast Included. It's priced at ₹8666.56 per night and has a guest rating of 3.6/5."
44,45,Hotel Jaipur Hotel,Jaipur,Raja Park,"49, Avenue, Raja Park, Jaipur",5,2816.13,"Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant",3.1,"45, Hotel Jaipur Hotel, Jaipur, Raja Park, 49, Avenue, Raja Park, Jaipur, 5.0, 2816.13, Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant, 3.1, Hotel Jaipur Hotel is a 5.0-star hotel located in Raja Park, Jaipur. The hotel offers Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant. It's priced at ₹2816.13 per night and has a guest rating of 3.1/5., 45, Hotel Jaipur Hotel, Jaipur, Raja Park, 49, Avenue, Raja Park, Jaipur, 5.0, 2816.13, Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant, 3.1, Hotel Jaipur Hotel is a 5.0-star hotel located in Raja Park, Jaipur. The hotel offers Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant. It's priced at ₹2816.13 per night and has a guest rating of 3.1/5., 45, Hotel Jaipur Hotel, Jaipur, Raja Park, 49, Avenue, Raja Park, Jaipur, 5.0, 2816.13, Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant, 3.1, Hotel Jaipur Hotel is a 5.0-star hotel located in Raja Park, Jaipur. The hotel offers Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant. It's priced at ₹2816.13 per night and has a guest rating of 3.1/5., 45, Hotel Jaipur Hotel, Jaipur, Raja Park, 49, Avenue, Raja Park, Jaipur, 5.0, 2816.13, Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant, 3.1, Hotel Jaipur Hotel is a 5.0-star hotel located in Raja Park, Jaipur. The hotel offers Conference Room, Fitness Center, Laundry Service, Swimming Pool, Restaurant. It's priced at ₹2816.13 per night and has a guest rating of 3.1/5."
45,46,Hotel Jaipur Plaza,Jaipur,Raja Park,"62, Boulevard, Raja Park, Jaipur",3.4,5967.69,"Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included",5,"46, Hotel Jaipur Plaza, Jaipur, Raja Park, 62, Boulevard, Raja Park, Jaipur, 3.4, 5967.69, Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included, 5.0, Hotel Jaipur Plaza is a 3.4-star hotel located in Raja Park, Jaipur. The hotel offers Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included. It's priced at ₹5967.69 per night and has a guest rating of 5.0/5., 46, Hotel Jaipur Plaza, Jaipur, Raja Park, 62, Boulevard, Raja Park, Jaipur, 3.4, 5967.69, Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included, 5.0, Hotel Jaipur Plaza is a 3.4-star hotel located in Raja Park, Jaipur. The hotel offers Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included. It's priced at ₹5967.69 per night and has a guest rating of 5.0/5., 46, Hotel Jaipur Plaza, Jaipur, Raja Park, 62, Boulevard, Raja Park, Jaipur, 3.4, 5967.69, Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included, 5.0, Hotel Jaipur Plaza is a 3.4-star hotel located in Raja Park, Jaipur. The hotel offers Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included. It's priced at ₹5967.69 per night and has a guest rating of 5.0/5., 46, Hotel Jaipur Plaza, Jaipur, Raja Park, 62, Boulevard, Raja Park, Jaipur, 3.4, 5967.69, Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included, 5.0, Hotel Jaipur Plaza is a 3.4-star hotel located in Raja Park, Jaipur. The hotel offers Concierge, Room Service, Spa, Bar, Conference Room, Breakfast Included. It's priced at ₹5967.69 per night and has a guest rating of 5.0/5."
46,47,Premium Bangalore Retreat,Bangalore,Koramangala,"60, Boulevard, Koramangala, Bangalore",4.2,4878.91,"Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle",3.1,"47, Premium Bangalore Retreat, Bangalore, Koramangala, 60, Boulevard, Koramangala, Bangalore, 4.2, 4878.91, Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle, 3.1, Premium Bangalore Retreat is a 4.2-star hotel located in Koramangala, Bangalore. The hotel offers Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle. It's priced at ₹4878.91 per night and has a guest rating of 3.1/5., 47, Premium Bangalore Retreat, Bangalore, Koramangala, 60, Boulevard, Koramangala, Bangalore, 4.2, 4878.91, Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle, 3.1, Premium Bangalore Retreat is a 4.2-star hotel located in Koramangala, Bangalore. The hotel offers Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle. It's priced at ₹4878.91 per night and has a guest rating of 3.1/5., 47, Premium Bangalore Retreat, Bangalore, Koramangala, 60, Boulevard, Koramangala, Bangalore, 4.2, 4878.91, Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle, 3.1, Premium Bangalore Retreat is a 4.2-star hotel located in Koramangala, Bangalore. The hotel offers Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle. It's priced at ₹4878.91 per night and has a guest rating of 3.1/5., 47, Premium Bangalore Retreat, Bangalore, Koramangala, 60, Boulevard, Koramangala, Bangalore, 4.2, 4878.91, Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle, 3.1, Premium Bangalore Retreat is a 4.2-star hotel located in Koramangala, Bangalore. The hotel offers Business Center, Free Wi-Fi, Fitness Center, Bar, Room Service, Spa, Airport Shuttle. It's priced at ₹4878.91 per night and has a guest rating of 3.1/5."
47,48,The Hyderabad Palace,Hyderabad,Hitech City,"16, Boulevard, Hitech City, Hyderabad",4.6,12396.3,"Breakfast Included, Laundry Service, Bar",4.8,"48, The Hyderabad Palace, Hyderabad, Hitech City, 16, Boulevard, Hitech City, Hyderabad, 4.6, 12396.3, Breakfast Included, Laundry Service, Bar, 4.8, The Hyderabad Palace is a 4.6-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Laundry Service, Bar. It's priced at ₹12396.3 per night and has a guest rating of 4.8/5., 48, The Hyderabad Palace, Hyderabad, Hitech City, 16, Boulevard, Hitech City, Hyderabad, 4.6, 12396.3, Breakfast Included, Laundry Service, Bar, 4.8, The Hyderabad Palace is a 4.6-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Laundry Service, Bar. It's priced at ₹12396.3 per night and has a guest rating of 4.8/5., 48, The Hyderabad Palace, Hyderabad, Hitech City, 16, Boulevard, Hitech City, Hyderabad, 4.6, 12396.3, Breakfast Included, Laundry Service, Bar, 4.8, The Hyderabad Palace is a 4.6-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Laundry Service, Bar. It's priced at ₹12396.3 per night and has a guest rating of 4.8/5., 48, The Hyderabad Palace, Hyderabad, Hitech City, 16, Boulevard, Hitech City, Hyderabad, 4.6, 12396.3, Breakfast Included, Laundry Service, Bar, 4.8, The Hyderabad Palace is a 4.6-star hotel located in Hitech City, Hyderabad. The hotel offers Breakfast Included, Laundry Service, Bar. It's priced at ₹12396.3 per night and has a guest rating of 4.8/5."
48,49,Premium Bangalore Resort,Bangalore,Indiranagar,"23, Avenue, Indiranagar, Bangalore",3.3,5897.86,"Laundry Service, Restaurant, Free Wi-Fi, Spa",4.2,"49, Premium Bangalore Resort, Bangalore, Indiranagar, 23, Avenue, Indiranagar, Bangalore, 3.3, 5897.86, Laundry Service, Restaurant, Free Wi-Fi, Spa, 4.2, Premium Bangalore Resort is a 3.3-star hotel located in Indiranagar, Bangalore. The hotel offers Laundry Service, Restaurant, Free Wi-Fi, Spa. It's priced at ₹5897.86 per night and has a guest rating of 4.2/5., 49, Premium Bangalore Resort, Bangalore, Indiranagar, 23, Avenue, Indiranagar, Bangalore, 3.3, 5897.86, Laundry Service, Restaurant, Free Wi-Fi, Spa, 4.2, Premium Bangalore Resort is a 3.3-star hotel located in Indiranagar, Bangalore. The hotel offers Laundry Service, Restaurant, Free Wi-Fi, Spa. It's priced at ₹5897.86 per night and has a guest rating of 4.2/5., 49, Premium Bangalore Resort, Bangalore, Indiranagar, 23, Avenue, Indiranagar, Bangalore, 3.3, 5897.86, Laundry Service, Restaurant, Free Wi-Fi, Spa, 4.2, Premium Bangalore Resort is a 3.3-star hotel located in Indiranagar, Bangalore. The hotel offers Laundry Service, Restaurant, Free Wi-Fi, Spa. It's priced at ₹5897.86 per night and has a guest rating of 4.2/5., 49, Premium Bangalore Resort, Bangalore, Indiranagar, 23, Avenue, Indiranagar, Bangalore, 3.3, 5897.86, Laundry Service, Restaurant, Free Wi-Fi, Spa, 4.2, Premium Bangalore Resort is a 3.3-star hotel located in Indiranagar, Bangalore. The hotel offers Laundry Service, Restaurant, Free Wi-Fi, Spa. It's priced at ₹5897.86 per night and has a guest rating of 4.2/5."
49,50,Grand Goa Inn,Goa,Panjim,"15, Main Road, Panjim, Goa",3.7,10919.78,"Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa",4.8,"50, Grand Goa Inn, Goa, Panjim, 15, Main Road, Panjim, Goa, 3.7, 10919.78, Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa, 4.8, Grand Goa Inn is a 3.7-star hotel located in Panjim, Goa. The hotel offers Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa. It's priced at ₹10919.78 per night and has a guest rating of 4.8/5., 50, Grand Goa Inn, Goa, Panjim, 15, Main Road, Panjim, Goa, 3.7, 10919.78, Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa, 4.8, Grand Goa Inn is a 3.7-star hotel located in Panjim, Goa. The hotel offers Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa. It's priced at ₹10919.78 per night and has a guest rating of 4.8/5., 50, Grand Goa Inn, Goa, Panjim, 15, Main Road, Panjim, Goa, 3.7, 10919.78, Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa, 4.8, Grand Goa Inn is a 3.7-star hotel located in Panjim, Goa. The hotel offers Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa. It's priced at ₹10919.78 per night and has a guest rating of 4.8/5., 50, Grand Goa Inn, Goa, Panjim, 15, Main Road, Panjim, Goa, 3.7, 10919.78, Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa, 4.8, Grand Goa Inn is a 3.7-star hotel located in Panjim, Goa. The hotel offers Swimming Pool, Bar, Parking, Business Center, Breakfast Included, Spa. It's priced at ₹10919.78 per night and has a guest rating of 4.8/5."
